Factura;Dia;Fecha;DiaVence;FechaVence;Cliente;Producto;Cantidad;Moneda;Total;Almacén;Vendedor;TotalUSD;Impuesto;ImpuestoUSD;Tipo de cambio;Ganacia;GananciaUSD
FA 567468;19;oct-17;19;nov-17;2041;336;12.00;colones;9,600.00;1;-1;0;0.00;0;0;1,694.1100;0
FA 567469;19;oct-17;19;nov-17;2994;336;12.00;colones;9,600.00;1;-1;0;0.00;0;0;1,694.1100;0
FA 567469;19;oct-17;19;nov-17;2994;348;6.00;colones;13,196.88;1;-1;0;1,715.59;0;0;6,527.6300;0
FA 567494;19;oct-17;19;dic-17;774;324;8.00;colones;11,032.00;1;-1;0;0.00;0;0;4,759.1800;0
FA 567546;19;oct-17;19;ene-18;232;388;20.00;colones;107,040.00;1;-1;0;13,915.20;0;0;16,040.0200;0
FA 567591;19;oct-17;4;dic-17;1117;334;48.00;colones;42,720.00;1;-1;0;0.00;0;0;9,624.6500;0
FA 567591;19;oct-17;4;dic-17;1117;344;200.00;colones;24,000.00;1;-1;0;0.00;0;0;8,442.0300;0
FA 567591;19;oct-17;4;dic-17;1117;341;300.00;colones;48,600.00;1;-1;0;0.00;0;0;24,594.6200;0
FA 567599;19;oct-17;19;nov-17;597;329;12.00;colones;12,300.00;1;-1;0;0.00;0;0;3,854.8300;0
FA 567604;19;oct-17;19;nov-17;3903;302;3.00;colones;471.04;1;-1;0;61.24;0;0;-978.600;0
FA 567604;19;oct-17;19;nov-17;3903;301;3.00;colones;795.00;1;-1;0;103.35;0;0;3.183.500;0
FA 567604;19;oct-17;19;nov-17;3903;305;8.00;colones;2,880.00;1;-1;0;374.40;0;0;1,027.1300;0
FA 567658;20;oct-17;20;nov-17;1736;309;1.00;colones;11,795.00;1;-1;0;1,533.35;0;0;5,308.2000;0
FA 567658;20;oct-17;20;nov-17;1736;308;1.00;colones;8,295.00;1;-1;0;1,078.35;0;0;3,572.1200;0
FA 567956;21;oct-17;21;nov-17;3230;334;20.00;colones;27,540.00;1;-1;0;0.00;0;0;13,750.2700;0
FA 567956;21;oct-17;21;nov-17;3230;302;20.00;colones;3,140.28;1;-1;0;408.24;0;0;-6.524.000;0
FA 568121;23;oct-17;23;nov-17;1640;327;5.00;colones;6,425.00;1;-1;0;0.00;0;0;2,449.5800;0
FA 568121;23;oct-17;23;nov-17;1640;341;6.00;colones;1,326.00;1;-1;0;0.00;0;0;8.458.900;0
FA 568121;23;oct-17;23;nov-17;1640;345;6.00;colones;1,326.00;1;-1;0;0.00;0;0;8.531.300;0
FA 568212;23;oct-17;23;nov-17;413;308;3.00;colones;24,885.00;1;-1;0;3,235.05;0;0;10,716.3500;0
FA 568234;23;oct-17;23;nov-17;1244;316;6.00;colones;11,485.80;1;-1;0;0.00;0;0;2,153.4600;0
FA 568468;24;oct-17;24;nov-17;629;324;30.00;colones;41,370.00;1;-1;0;0.00;0;0;17,846.9300;0
FA 568468;24;oct-17;24;nov-17;629;322;12.00;colones;15,348.00;1;-1;0;0.00;0;0;6,763.0300;0
FA 568468;24;oct-17;24;nov-17;629;320;12.00;colones;13,740.00;1;-1;0;0.00;0;0;4,474.2300;0
FA 568470;24;oct-17;24;nov-17;506;348;5.00;colones;6,950.00;1;-1;0;903.50;0;0;1,392.2900;0
FA 568470;24;oct-17;24;nov-17;506;334;6.00;colones;5,070.00;1;-1;0;0.00;0;0;9.330.800;0
FA 568470;24;oct-17;24;nov-17;506;336;6.00;colones;4,770.00;1;-1;0;0.00;0;0;8.170.500;0
FA 568521;24;oct-17;24;nov-17;3493;382;6.00;colones;10,808.58;1;-1;0;0.00;0;0;4,965.5100;0
FA 568576;24;oct-17;24;nov-17;1379;341;24.00;colones;5,304.00;1;-1;0;0.00;0;0;3,383.5700;0
FA 568576;24;oct-17;24;nov-17;1379;340;24.00;colones;5,304.00;1;-1;0;0.00;0;0;3,327.4900;0
FA 568720;25;oct-17;25;nov-17;989;313;1.00;colones;12,000.00;1;-1;0;1,560.00;0;0;3,954.0000;0
FA 569199;26;oct-17;26;oct-17;3604;382;10.00;colones;18,050.00;1;-1;0;0.00;0;0;8,311.5500;0
FA 569248;26;oct-17;26;nov-17;2019;325;24.00;colones;38,352.00;1;-1;0;0.00;0;0;18,122.1800;0
FA 569248;26;oct-17;26;nov-17;2019;334;22.00;colones;30,294.00;1;-1;0;0.00;0;0;15,125.3000;0
FA 569297;27;oct-17;12;dic-17;1117;325;120.00;colones;117,000.00;1;-1;0;0.00;0;0;15,850.8700;0
FA 569297;27;oct-17;12;dic-17;1117;328;120.00;colones;130,800.00;1;-1;0;0.00;0;0;25,518.1300;0
FA 569392;27;oct-17;27;nov-17;1417;308;3.00;colones;24,885.00;1;-1;0;3,235.05;0;0;10,716.3500;0
FA 569426;27;oct-17;27;nov-17;1843;338;50.00;colones;3,400.00;1;-1;0;0.00;0;0;1,711.1600;0
FA 569429;27;oct-17;27;nov-17;1418;356;1.00;colones;11,022.85;1;-1;0;0.00;0;0;1,447.7100;0
FA 569494;27;oct-17;27;nov-17;1244;345;30.00;colones;5,967.00;1;-1;0;0.00;0;0;3,602.6300;0
FA 569546;28;oct-17;28;nov-17;2174;340;20.00;colones;4,420.00;1;-1;0;0.00;0;0;2,772.9100;0
FA 569546;28;oct-17;28;nov-17;2174;341;20.00;colones;4,420.00;1;-1;0;0.00;0;0;2,819.6400;0
FA 569586;28;oct-17;28;nov-17;419;310;1.00;colones;5,358.00;1;-1;0;696.54;0;0;1,582.9600;0
FA 569615;28;oct-17;28;nov-17;499;314;3.00;colones;6,600.00;1;-1;0;858.00;0;0;2,197.1700;0
FA 569626;28;oct-17;28;nov-17;3015;336;12.00;colones;9,600.00;1;-1;0;0.00;0;0;1,694.1100;0
FA 569633;28;oct-17;28;dic-17;2273;310;2.00;colones;11,280.00;1;-1;0;1,466.40;0;0;3,729.9200;0
FA 569633;28;oct-17;28;dic-17;2273;343;6.00;colones;1,740.00;1;-1;0;0.00;0;0;9.399.900;0
FA 569643;28;oct-17;28;nov-17;2994;336;12.00;colones;9,600.00;1;-1;0;0.00;0;0;1,694.1100;0
FA 569655;30;oct-17;30;nov-17;3371;309;2.00;colones;23,590.00;1;-1;0;3,066.70;0;0;10,616.4100;0
FA 569684;30;oct-17;30;oct-17;1208;338;250.00;colones;17,000.00;1;-1;0;0.00;0;0;8,555.7900;0
FA 569684;30;oct-17;30;oct-17;1208;340;12.00;colones;2,652.00;1;-1;0;0.00;0;0;1,663.7400;0
FA 569788;30;oct-17;30;nov-17;117;382;12.00;colones;21,617.16;1;-1;0;0.00;0;0;9,931.0200;0
FA 569923;31;oct-17;31;dic-17;361;359;15.00;colones;36,000.00;1;-1;0;0.00;0;0;6,404.1600;0
FA 569938;31;oct-17;31;dic-17;661;336;6.00;colones;8,748.00;1;-1;0;0.00;0;0;4,795.0500;0
FA 569961;31;oct-17;30;nov-17;1237;328;3.00;colones;4,819.50;1;-1;0;0.00;0;0;2,187.4500;0
FA 569974;31;oct-17;30;nov-17;3486;344;6.00;colones;1,224.00;1;-1;0;0.00;0;0;7.572.600;0
FA 569974;31;oct-17;30;nov-17;3486;343;6.00;colones;1,740.00;1;-1;0;0.00;0;0;9.399.900;0
FA 569974;31;oct-17;30;nov-17;3486;340;3.00;colones;663.00;1;-1;0;0.00;0;0;4.159.400;0
FA 569974;31;oct-17;30;nov-17;3486;345;6.00;colones;1,326.00;1;-1;0;0.00;0;0;8.531.300;0
FA 569989;31;oct-17;30;nov-17;2026;327;10.00;colones;12,850.00;1;-1;0;0.00;0;0;4,899.1600;0
FA 570084;31;oct-17;30;nov-17;1868;339;25.00;colones;4,037.50;1;-1;0;0.00;0;0;1,659.5200;0
FA 570100;31;oct-17;30;nov-17;1070;313;2.00;colones;24,000.00;1;-1;0;3,120.00;0;0;7,908.0100;0
FA 570148;31;oct-17;30;nov-17;642;338;100.00;colones;6,800.00;1;-1;0;0.00;0;0;3,422.3200;0
FA 570389;1;nov-17;1;ene-18;369;340;2.00;colones;442.00;1;-1;0;0.00;0;0;2.772.900;0
FA 570389;1;nov-17;1;ene-18;369;335;6.00;colones;15,990.00;1;-1;0;0.00;0;0;5,591.6200;0
FA 570389;1;nov-17;1;ene-18;369;320;8.00;colones;9,160.00;1;-1;0;0.00;0;0;2,982.8200;0
FA 570389;1;nov-17;1;ene-18;369;341;2.00;colones;442.00;1;-1;0;0.00;0;0;2.819.600;0
FA 570389;1;nov-17;1;ene-18;369;327;12.00;colones;15,420.00;1;-1;0;0.00;0;0;5,878.9900;0
FA 570389;1;nov-17;1;ene-18;369;322;8.00;colones;10,232.00;1;-1;0;0.00;0;0;4,508.6800;0
FA 570412;1;nov-17;1;dic-17;3277;313;1.00;colones;12,000.00;1;-1;0;1,560.00;0;0;3,954.0100;0
FA 570499;2;nov-17;2;dic-17;1861;339;25.00;colones;4,050.00;1;-1;0;0.00;0;0;1,672.0200;0
FA 570581;2;nov-17;2;dic-17;27;341;10.00;colones;2,210.00;1;-1;0;0.00;0;0;1,409.8200;0
FA 570631;2;nov-17;2;feb-18;283;339;100.00;colones;12,960.00;1;-1;0;0.00;0;0;3,448.0700;0
FA 570723;3;nov-17;3;ene-18;3691;341;60.00;colones;10,822.20;2;-1;0;0.00;0;0;5,642.3400;0
FA 570838;3;nov-17;3;dic-17;856;322;12.00;colones;15,348.00;1;-1;0;0.00;0;0;6,763.0300;0
FA 570969;3;nov-17;3;nov-17;3169;341;6.00;colones;1,259.70;1;-1;0;0.00;0;0;7.795.900;0
FA 571020;5;nov-17;5;dic-17;1074;327;12.00;colones;15,420.00;1;-1;0;0.00;0;0;5,878.9900;0
FA 571206;6;nov-17;6;dic-17;1716;308;1.00;colones;7,839.00;1;-1;0;1,019.07;0;0;3,116.1200;0
FA 571206;6;nov-17;6;dic-17;1716;309;1.00;colones;11,146.50;1;-1;0;1,449.04;0;0;4,659.7000;0
FA 571210;6;nov-17;6;ene-18;661;338;100.00;colones;6,800.00;1;-1;0;0.00;0;0;3,422.3200;0
FA 571210;6;nov-17;6;ene-18;661;339;30.00;colones;4,860.00;1;-1;0;0.00;0;0;2,006.4200;0
FA 571269;6;nov-17;6;dic-17;218;382;12.00;colones;21,617.16;1;-1;0;0.00;0;0;9,928.2100;0
FA 571327;6;nov-17;6;ene-18;361;341;100.00;colones;22,100.00;1;-1;0;0.00;0;0;14,098.2200;0
FA 571376;6;nov-17;6;dic-17;629;322;36.00;colones;46,044.00;1;-1;0;0.00;0;0;20,289.0800;0
FA 571376;6;nov-17;6;dic-17;629;325;36.00;colones;57,528.00;1;-1;0;0.00;0;0;27,183.2600;0
FA 571376;6;nov-17;6;dic-17;629;328;36.00;colones;64,260.00;1;-1;0;0.00;0;0;32,675.4400;0
FA 571560;7;nov-17;7;feb-18;232;308;3.00;colones;24,885.00;1;-1;0;3,235.05;0;0;10,716.3600;0
FA 571577;7;nov-17;7;dic-17;364;384;10.00;colones;19,753.70;1;-1;0;0.00;0;0;3,317.9600;0
FA 571645;7;nov-17;7;dic-17;836;341;6.00;colones;1,326.00;1;-1;0;0.00;0;0;8.458.900;0
FA 571718;7;nov-17;7;dic-17;856;327;12.00;colones;15,420.00;1;-1;0;0.00;0;0;5,878.9900;0
FA 571719;7;nov-17;7;dic-17;506;334;12.00;colones;16,524.00;1;-1;0;0.00;0;0;8,250.1600;0
FA 571785;8;nov-17;8;dic-17;348;308;2.00;colones;16,590.00;1;-1;0;2,156.70;0;0;7,144.2400;0
FA 571793;8;nov-17;8;nov-17;2933;400;1.00;colones;9,670.00;1;-1;0;0.00;0;0;1,197.7600;0
FA 571932;8;nov-17;8;dic-17;278;382;30.00;colones;54,042.90;1;-1;0;0.00;0;0;24,820.5400;0
FA 572006;8;nov-17;8;dic-17;2138;336;3.00;colones;4,374.00;1;-1;0;0.00;0;0;2,397.5300;0
FA 572026;8;nov-17;8;dic-17;1422;341;24.00;colones;5,313.60;1;-1;0;0.00;0;0;3,393.1700;0
FA 572026;8;nov-17;8;dic-17;1422;340;24.00;colones;5,292.00;1;-1;0;0.00;0;0;3,315.4900;0
FA 572026;8;nov-17;8;dic-17;1422;349;24.00;colones;45,684.00;1;-1;0;5,938.92;0;0;5,940.6000;0
FA 572026;8;nov-17;8;dic-17;1422;345;12.00;colones;2,970.00;1;-1;0;0.00;0;0;2,024.2500;0
FA 572026;8;nov-17;8;dic-17;1422;348;12.00;colones;15,303.60;1;-1;0;1,989.47;0;0;1,965.1000;0
FA 572084;8;nov-17;8;dic-17;3043;320;15.00;colones;17,175.00;1;-1;0;0.00;0;0;5,592.7700;0
FA 572084;8;nov-17;8;dic-17;3043;322;15.00;colones;19,185.00;1;-1;0;0.00;0;0;8,453.7800;0
FA 572084;8;nov-17;8;dic-17;3043;369;1.00;colones;4,105.29;1;-1;0;533.69;0;0;6.979.000;0
FA 572084;8;nov-17;8;dic-17;3043;325;15.00;colones;23,970.00;1;-1;0;0.00;0;0;11,326.3600;0
FA 572179;9;nov-17;9;dic-17;281;336;12.00;colones;17,496.00;1;-1;0;0.00;0;0;9,590.1100;0
FA 572234;9;nov-17;9;dic-17;2019;334;24.00;colones;33,048.00;1;-1;0;0.00;0;0;16,500.3300;0
FA 572234;9;nov-17;9;dic-17;2019;325;24.00;colones;38,352.00;1;-1;0;0.00;0;0;18,122.1800;0
FA 572339;9;nov-17;9;dic-17;876;334;6.00;colones;8,262.00;1;-1;0;0.00;0;0;4,125.0800;0
FA 572443;10;nov-17;10;dic-17;364;384;90.00;colones;177,783.30;1;-1;0;0.00;0;0;29,861.6400;0
FA 572507;10;nov-17;10;nov-17;440;316;1.00;colones;2,275.00;1;-1;0;0.00;0;0;7.196.100;0
FA 572527;10;nov-17;10;dic-17;2363;336;6.00;colones;8,748.00;1;-1;0;0.00;0;0;4,795.0500;0
FA 572545;10;nov-17;10;dic-17;1861;341;12.00;colones;2,652.00;1;-1;0;0.00;0;0;1,691.7900;0
FA 572564;10;nov-17;10;ene-18;479;308;1.00;colones;8,295.00;1;-1;0;1,078.35;0;0;3,572.1200;0
FA 572602;10;nov-17;10;nov-17;1092;327;6.00;colones;7,324.50;1;-1;0;0.00;0;0;2,554.0000;0
FA 572645;10;nov-17;10;dic-17;810;308;1.00;colones;8,295.00;1;-1;0;1,078.35;0;0;3,572.1200;0
FA 572719;12;nov-17;12;dic-17;3588;309;1.00;colones;11,795.00;1;-1;0;1,533.35;0;0;5,308.2000;0
FA 572763;13;nov-17;13;ene-18;3691;341;30.00;colones;5,411.10;2;-1;0;0.00;0;0;2,821.1700;0
FA 572888;13;nov-17;13;dic-17;1136;329;100.00;colones;102,500.00;1;-1;0;0.00;0;0;32,123.5600;0
FA 572896;13;nov-17;13;dic-17;117;344;15.00;colones;3,060.00;1;-1;0;0.00;0;0;1,893.1500;0
FA 572952;13;nov-17;13;dic-17;1743;336;6.00;colones;5,994.13;1;-1;0;0.00;0;0;2,041.1800;0
FA 573104;14;nov-17;14;dic-17;329;336;3.00;colones;2,997.06;1;-1;0;0.00;0;0;1,020.5900;0
FA 573116;14;nov-17;14;dic-17;506;336;12.00;colones;11,988.26;1;-1;0;0.00;0;0;4,082.3700;0
FA 573194;14;nov-17;14;dic-17;994;324;100.00;colones;131,005.00;1;-1;0;0.00;0;0;52,594.7600;0
FA 573194;14;nov-17;14;dic-17;994;327;100.00;colones;122,075.00;1;-1;0;0.00;0;0;42,566.5900;0
FA 573195;14;nov-17;29;dic-17;1117;339;246.00;colones;27,552.00;1;-1;0;0.00;0;0;4,152.6600;0
FA 573244;14;nov-17;14;dic-17;1640;336;6.00;colones;5,994.13;1;-1;0;0.00;0;0;2,041.1800;0
FA 573244;14;nov-17;14;dic-17;1640;322;6.00;colones;6,594.27;1;-1;0;0.00;0;0;2,301.7800;0
FA 573250;14;nov-17;14;dic-17;1970;316;3.00;colones;6,381.00;1;-1;0;0.00;0;0;1,714.8300;0
FA 573267;14;nov-17;14;dic-17;957;309;2.00;colones;23,590.00;1;-1;0;3,066.70;0;0;10,616.4100;0
FA 573267;14;nov-17;14;dic-17;957;308;2.00;colones;16,590.00;1;-1;0;2,156.70;0;0;7,144.2400;0
FA 573307;14;nov-17;14;dic-17;642;340;6.00;colones;1,326.00;1;-1;0;0.00;0;0;8.318.700;0
FA 573326;14;nov-17;14;dic-17;3285;338;50.00;colones;3,400.00;1;-1;0;0.00;0;0;1,711.1600;0
FA 573373;15;nov-17;15;dic-17;2110;310;1.00;colones;5,640.00;1;-1;0;733.20;0;0;1,864.9600;0
FA 573532;15;nov-17;15;nov-17;712;324;2.00;colones;2,398.08;1;-1;0;0.00;0;0;8.298.800;0
FA 573605;15;nov-17;15;dic-17;50;343;5.00;colones;1,450.00;1;-1;0;0.00;0;0;7.833.200;0
FA 573636;15;nov-17;15;dic-17;802;303;20.00;colones;6,600.00;1;-1;0;858.00;0;0;2,341.7600;0
FA 573648;15;nov-17;15;dic-17;472;338;50.00;colones;3,400.00;1;-1;0;0.00;0;0;1,711.1600;0
FA 573650;15;nov-17;15;dic-17;218;382;20.00;colones;36,028.60;1;-1;0;0.00;0;0;16,547.0200;0
FA 573655;15;nov-17;30;nov-17;894;327;36.00;colones;43,947.00;1;-1;0;0.00;0;0;15,323.9700;0
FA 573662;15;nov-17;15;dic-17;1088;336;12.00;colones;11,988.26;1;-1;0;0.00;0;0;4,082.3700;0
FA 573662;15;nov-17;15;dic-17;1088;322;12.00;colones;13,188.54;1;-1;0;0.00;0;0;4,603.5700;0
FA 573664;15;nov-17;15;nov-17;525;338;50.00;colones;3,372.50;1;-1;0;0.00;0;0;1,683.6600;0
FA 573707;16;nov-17;16;dic-17;362;338;100.00;colones;6,800.00;1;-1;0;0.00;0;0;3,422.3100;0
FA 573732;16;nov-17;16;dic-17;627;382;6.00;colones;10,808.58;1;-1;0;0.00;0;0;4,964.1100;0
FA 573927;16;nov-17;16;dic-17;3706;304;5.00;colones;1,650.00;1;-1;0;214.50;0;0;5.780.600;0
FA 573974;16;nov-17;16;nov-17;1928;341;12.00;colones;2,652.00;1;-1;0;0.00;0;0;1,691.7800;0
FA 574076;17;nov-17;17;dic-17;363;322;24.00;colones;26,377.07;1;-1;0;0.00;0;0;9,207.1200;0
FA 574076;17;nov-17;17;dic-17;363;324;24.00;colones;28,776.97;1;-1;0;0.00;0;0;9,958.5100;0
FA 574076;17;nov-17;17;dic-17;363;336;24.00;colones;23,976.52;1;-1;0;0.00;0;0;8,164.7400;0
FA 574076;17;nov-17;17;dic-17;363;327;24.00;colones;29,279.50;1;-1;0;0.00;0;0;10,197.4800;0
FA 574163;17;nov-17;17;dic-17;597;329;24.00;colones;24,600.00;1;-1;0;0.00;0;0;7,709.6500;0
FA 574205;17;nov-17;17;dic-17;127;309;2.00;colones;23,590.00;1;-1;0;3,066.70;0;0;10,616.4100;0
FA 574205;17;nov-17;17;dic-17;127;308;2.00;colones;16,590.00;1;-1;0;2,156.70;0;0;7,144.2400;0
FA 574321;17;nov-17;17;dic-17;828;344;12.00;colones;2,439.60;1;-1;0;0.00;0;0;1,384.1400;0
FA 574368;19;nov-17;19;dic-17;3230;340;30.00;colones;6,630.00;1;-1;0;0.00;0;0;4,159.3600;0
FA 574396;19;nov-17;19;nov-17;3881;302;10.00;colones;1,570.14;1;-1;0;204.12;0;0;-3.262.000;0
FA 574398;19;nov-17;19;dic-17;1070;312;2.00;colones;21,000.00;1;-1;0;2,730.00;0;0;7,009.0500;0
FA 574405;20;nov-17;20;ene-18;3691;341;30.00;colones;5,411.10;2;-1;0;0.00;0;0;2,821.1700;0
FA 574471;20;nov-17;20;dic-17;2225;336;15.00;colones;14,985.32;1;-1;0;0.00;0;0;5,102.9600;0
FA 574488;20;nov-17;20;dic-17;1237;324;4.00;colones;4,964.40;1;-1;0;0.00;0;0;1,827.9900;0
FA 574488;20;nov-17;20;dic-17;1237;327;6.00;colones;6,939.00;1;-1;0;0.00;0;0;2,168.5000;0
FA 574596;20;nov-17;20;dic-17;384;320;1.00;colones;1,145.00;1;-1;0;0.00;0;0;3.728.500;0
FA 574596;20;nov-17;20;dic-17;384;327;6.00;colones;7,319.87;1;-1;0;0.00;0;0;2,549.3700;0
FA 574596;20;nov-17;20;dic-17;384;324;12.00;colones;14,388.49;1;-1;0;0.00;0;0;4,979.2600;0
FA 574614;20;nov-17;20;dic-17;3894;316;2.00;colones;4,254.00;1;-1;0;0.00;0;0;1,143.2200;0
FA 574738;21;nov-17;21;dic-17;3719;340;12.00;colones;2,652.00;1;-1;0;0.00;0;0;1,663.7400;0
FA 574738;21;nov-17;21;dic-17;3719;334;6.00;colones;8,262.00;1;-1;0;0.00;0;0;4,125.0900;0
FA 574738;21;nov-17;21;dic-17;3719;336;12.00;colones;11,988.26;1;-1;0;0.00;0;0;4,082.3700;0
FA 574872;21;nov-17;21;dic-17;2111;336;15.00;colones;14,925.00;1;-1;0;0.00;0;0;5,042.6400;0
FA 574874;21;nov-17;21;dic-17;1618;343;6.00;colones;1,740.00;1;-1;0;0.00;0;0;9.399.900;0
FA 575002;21;nov-17;21;dic-17;552;344;20.00;colones;4,080.00;1;-1;0;0.00;0;0;2,524.2000;0
FA 575007;21;nov-17;21;nov-17;1208;336;6.00;colones;5,970.00;1;-1;0;0.00;0;0;2,017.0500;0
FA 575007;21;nov-17;21;nov-17;1208;327;6.00;colones;7,320.00;1;-1;0;0.00;0;0;2,549.5000;0
FA 575007;21;nov-17;21;nov-17;1208;322;6.00;colones;6,570.00;1;-1;0;0.00;0;0;2,277.5100;0
FA 575007;21;nov-17;21;nov-17;1208;345;12.00;colones;1,320.00;1;-1;0;0.00;0;0;3.742.500;0
FA 575007;21;nov-17;21;nov-17;1208;344;12.00;colones;2,448.00;1;-1;0;0.00;0;0;1,514.5200;0
FA 575007;21;nov-17;21;nov-17;1208;324;6.00;colones;7,170.00;1;-1;0;0.00;0;0;2,465.3900;0
FA 575029;21;nov-17;21;dic-17;3487;308;4.00;colones;33,180.00;1;-1;0;4,313.40;0;0;14,288.4700;0
FA 575029;21;nov-17;21;dic-17;3487;309;2.00;colones;23,590.00;1;-1;0;3,066.70;0;0;10,616.4100;0
FA 575117;23;nov-17;23;dic-17;621;382;12.00;colones;21,617.16;1;-1;0;0.00;0;0;9,926.0600;0
FA 575121;23;nov-17;23;dic-17;1452;327;10.00;colones;12,199.79;1;-1;0;0.00;0;0;4,248.9500;0
FA 575121;23;nov-17;23;dic-17;1452;301;10.00;colones;2,650.00;1;-1;0;344.50;0;0;1,061.1500;0
FA 575121;23;nov-17;23;dic-17;1452;324;10.00;colones;11,990.41;1;-1;0;0.00;0;0;4,149.3900;0
FA 575267;23;nov-17;23;dic-17;2138;340;3.00;colones;663.00;1;-1;0;0.00;0;0;4.159.400;0
FA 575328;23;nov-17;23;dic-17;1275;314;3.00;colones;5,940.00;1;-1;0;772.20;0;0;1,537.1700;0
FA 575340;23;nov-17;23;dic-17;2007;345;10.00;colones;1,099.92;1;-1;0;0.00;0;0;3.118.000;0
FA 575392;23;nov-17;23;dic-17;1074;327;15.00;colones;18,299.69;1;-1;0;0.00;0;0;6,373.4300;0
FA 575392;23;nov-17;23;dic-17;1074;341;10.00;colones;2,210.00;1;-1;0;0.00;0;0;1,409.8200;0
FA 575394;23;nov-17;23;dic-17;2043;314;8.00;colones;20,919.04;1;-1;0;2,719.47;0;0;9,178.1600;0
FA 575395;23;nov-17;23;dic-17;2994;336;12.00;colones;9,600.00;1;-1;0;0.00;0;0;1,694.1100;0
FA 575395;23;nov-17;23;dic-17;2994;348;6.00;colones;13,196.88;1;-1;0;1,715.59;0;0;6,527.6300;0
FA 575405;23;nov-17;23;dic-17;2042;336;12.00;colones;9,600.00;1;-1;0;0.00;0;0;1,694.1100;0
FA 575405;23;nov-17;23;dic-17;2042;348;6.00;colones;13,196.88;1;-1;0;1,715.59;0;0;6,527.6300;0
FA 575440;23;nov-17;23;ene-18;3691;341;30.00;colones;5,411.10;2;-1;0;0.00;0;0;2,821.1700;0
FA 575468;23;nov-17;23;ene-18;377;309;2.00;colones;23,590.00;1;-1;0;3,066.70;0;0;10,616.4000;0
FA 575679;23;nov-17;23;dic-17;994;341;25.00;colones;5,248.75;1;-1;0;0.00;0;0;3,248.3000;0
FA 575700;23;nov-17;23;dic-17;2074;382;6.00;colones;10,808.58;1;-1;0;0.00;0;0;4,962.8200;0
FA 575737;24;nov-17;24;dic-17;2321;301;10.00;colones;2,650.00;1;-1;0;344.50;0;0;1,061.1500;0
FA 575753;24;nov-17;24;dic-17;1365;322;48.00;colones;61,392.00;1;-1;0;0.00;0;0;27,052.1100;0
FA 575854;24;nov-17;24;dic-17;1216;333;2.00;colones;5,048.00;1;-1;0;0.00;0;0;2,565.7100;0
FA 575854;24;nov-17;24;dic-17;1216;335;2.00;colones;5,330.00;1;-1;0;0.00;0;0;1,863.8700;0
FA 575854;24;nov-17;24;dic-17;1216;341;6.00;colones;1,326.00;1;-1;0;0.00;0;0;8.389.900;0
FA 575865;24;nov-17;24;dic-17;2363;343;1.00;colones;290.00;1;-1;0;0.00;0;0;1.566.600;0
FA 575961;24;nov-17;24;dic-17;52;304;12.00;colones;3,960.00;1;-1;0;514.80;0;0;1,387.3500;0
FA 575968;24;nov-17;24;dic-17;1443;336;20.00;colones;19,980.43;1;-1;0;0.00;0;0;6,803.9500;0
FA 576023;25;nov-17;25;dic-17;2223;345;12.00;colones;1,319.90;1;-1;0;0.00;0;0;3.741.500;0
FA 576073;27;nov-17;27;dic-17;1351;309;2.00;colones;23,590.00;1;-1;0;3,066.70;0;0;10,616.4100;0
FA 576182;27;nov-17;27;dic-17;285;356;5.00;colones;59,140.00;1;-1;0;0.00;0;0;11,263.5700;0
FA 576365;28;nov-17;28;dic-17;277;335;2.00;colones;5,330.00;1;-1;0;0.00;0;0;1,863.8700;0
FA 576423;28;nov-17;28;dic-17;2225;327;12.00;colones;14,639.75;1;-1;0;0.00;0;0;5,098.7400;0
FA 576423;28;nov-17;28;dic-17;2225;324;12.00;colones;14,388.49;1;-1;0;0.00;0;0;4,979.2600;0
FA 576430;28;nov-17;28;dic-17;569;382;24.00;colones;43,234.32;1;-1;0;0.00;0;0;19,851.2600;0
FA 576445;28;nov-17;28;dic-17;3285;336;24.00;colones;23,976.52;1;-1;0;0.00;0;0;8,164.7400;0
FA 576445;28;nov-17;28;dic-17;3285;327;12.00;colones;14,639.75;1;-1;0;0.00;0;0;5,098.7400;0
FA 576461;28;nov-17;28;dic-17;1646;349;10.00;colones;25,490.00;1;-1;0;3,313.70;0;0;8,930.2500;0
FA 576462;28;nov-17;28;dic-17;1237;328;6.00;colones;10,710.00;1;-1;0;0.00;0;0;5,445.9100;0
FA 576643;29;nov-17;29;dic-17;1011;324;20.00;colones;26,201.00;1;-1;0;0.00;0;0;10,518.9500;0
FA 576643;29;nov-17;29;dic-17;1011;327;20.00;colones;24,415.00;1;-1;0;0.00;0;0;8,513.3200;0
FA 576645;29;nov-17;29;dic-17;1365;322;25.00;colones;31,975.00;1;-1;0;0.00;0;0;14,089.6400;0
FA 576664;29;nov-17;29;ene-18;369;322;15.00;colones;16,485.67;1;-1;0;0.00;0;0;5,754.4500;0
FA 576664;29;nov-17;29;ene-18;369;324;15.00;colones;17,985.61;1;-1;0;0.00;0;0;6,224.0700;0
FA 576664;29;nov-17;29;ene-18;369;327;15.00;colones;18,299.69;1;-1;0;0.00;0;0;6,373.4300;0
FA 576675;29;nov-17;29;dic-17;135;379;12.00;colones;64,459.80;1;-1;0;0.00;0;0;3,447.9000;0
FA 576834;29;nov-17;29;dic-17;494;327;12.00;colones;14,640.00;1;-1;0;0.00;0;0;5,098.9900;0
FA 576862;29;nov-17;29;dic-17;2138;344;3.00;colones;612.00;1;-1;0;0.00;0;0;3.801.200;0
